,docid,hot,thank,gift,contr,views,article,patient1,period,treat
2406,http://yuantao1967.haodf.com/,5,103,617,66130,1333562,0,4376,7,0
2436,http://wangzimin.haodf.com/,4.8,126,121,31812,3007000,62,2888,7,0
2446,http://tangqiheng.haodf.com/,4.6,55,81,4635,195774,1,448,7,0
2456,http://havestlee.haodf.com/,4.4,247,465,139763,10716174,5,11130,7,0
2466,http://wangxiaoying08.haodf.com/,4.6,202,730,181028,12330678,35,13012,7,0
2476,http://siwodo.haodf.com/,4.8,132,293,58009,1392489,13,4044,7,0
2486,http://xu7jin.haodf.com/,4.8,131,185,33956,2021984,0,3184,7,0
2496,http://shshenqin.haodf.com/,4.7,97,514,66583,3126189,19,5251,7,0
2506,http://lipengjing.haodf.com/,4.7,121,211,20500,657692,0,2007,7,0
25110,http://yuzhiqiangdr.haodf.com/,4.6,104,304,49547,2333793,15,3702,7,0
2526,http://hyang1007.haodf.com/,4.6,94,304,29168,2138277,22,2857,7,0
2536,http://chenyouxin.haodf.com/,4.7,368,832,93894,11255451,51,10388,7,0
2546,http://wangwjchina.haodf.com/,4.7,65,532,26625,985734,23,3803,7,0
2556,http://lizhengkang58.haodf.com/,4.7,378,300,109040,4457251,30,5144,7,0
2566,http://chenyueguo.haodf.com/,4.5,78,178,41690,4261971,19,3357,7,0
2576,http://dongbaixia.haodf.com/,4.3,26,199,38060,1875879,5,4648,7,0
2586,http://limingwu.haodf.com/,4.2,51,59,9044,1382589,1,1247,7,0
2596,http://qikunying.haodf.com/,3.9,9,24,18005,747547,45,2034,7,0
2606,http://zhaoyangwang.haodf.com/,4,11,13,1975,280700,0,359,7,0
2619,http://aipinggu.haodf.com/,3.5,2,17,11191,734309,2,953,7,0
2626,http://xiangdm.haodf.com/,4.9,261,1416,167895,9013917,35,9839,7,0
2636,http://zhudehai.haodf.com/,4.7,170,573,125416,9149453,46,9458,7,0
2646,http://ykyg.haodf.com/,4.1,281,1501,947442,88389124,401,69457,7,0
2676,http://rockersong.haodf.com/,4.9,42,241,86445,4167605,3,8016,7,0
2686,http://zhangxiaohui1983.haodf.com/,4.4,153,297,41980,2129993,2,3333,7,0
2696,http://Drdingpeng.haodf.com/,5,85,101,8865,292856,10,1100,7,0
2706,http://BingFang.haodf.com/,4.4,58,617,101394,10523961,35,6596,7,0
27110,http://drchenzhuo.haodf.com/,4.7,113,214,30060,905729,2,2723,7,0
2726,http://jimxiaojian.haodf.com/,4.8,143,1639,66075,477409,7,1432,7,0
2736,http://dengyanhong7.haodf.com/,4.2,19,213,16673,892282,46,1030,7,0
2756,http://wangshanhaifu.haodf.com/,4.4,85,249,36610,2268603,22,3122,7,0
2766,http://qingleigao.haodf.com/,4.8,208,469,48035,1988304,0,3093,7,0
2776,http://xugang5.haodf.com/,4.7,28,157,72136,7507068,261,6299,7,0
2786,http://yantaiqiang.haodf.com/,4.5,99,136,14290,1551196,3,1821,7,0
2796,http://zhuiyuan87.haodf.com/,4.8,60,949,47415,716428,0,1413,7,0
2806,http://zhaifengxia.haodf.com/,4.9,62,261,79200,3842661,1,7766,7,0
28110,http://judy815.haodf.com/,4.6,467,2884,373346,44161557,32,17800,7,0
2826,http://chenruixuecrx.haodf.com/,4.8,258,1292,116148,8294936,2,6280,7,0
2836,http://laimaohuadoctor.haodf.com/,4.4,61,444,79024,8214714,76,6207,7,0
2846,http://zengcheng1988.haodf.com/,4.4,138,821,163148,16836442,96,10581,7,0
2856,http://zhaohonglihaodf.haodf.com/,4,83,378,69620,7600578,50,3766,7,0
2866,http://tengxiuxiang.haodf.com/,4.1,99,791,219630,22002782,22,17193,7,0
2876,http://hymaxian.haodf.com/,4.2,36,168,30259,542644,7,1568,7,0
2886,http://songchundong.haodf.com/,4.7,85,247,30945,568386,23,2247,7,0
2896,http://caolf.haodf.com/,4.3,24,271,33830,766157,11,2655,7,0
2906,http://wulq1211.haodf.com/,3.9,28,32,27975,4003195,15,2441,7,0
29110,http://likaihua.haodf.com/,4.5,44,144,39160,2958079,43,3263,7,0
2926,http://libohua811016.haodf.com/,4.8,55,88,24490,709210,7,1651,7,0
2936,http://vipzhihong.haodf.com/,4.8,138,551,126085,2833291,6,8783,7,0
2946,http://libo.haodf.com/,4.8,157,680,164575,15550639,178,12056,7,0
2956,http://zhoubindaifu.haodf.com/,4.5,65,320,44980,15672756,16,4035,7,0
2966,http://hexinguodr.haodf.com/,4.1,83,332,51820,1485990,62,3774,7,0
2976,http://liiuguangwei.haodf.com/,4.3,23,107,15625,904042,126,1879,7,0
2986,http://lijingwei120.haodf.com/,3.7,1,12,24910,1998079,2,2755,7,0
2996,http://shisuofang.haodf.com/,4.9,157,670,107190,11250178,184,8495,7,0
3006,http://zhangxiaomeidoc.haodf.com/,4.8,89,69,8915,169739,20,804,7,0
3026,http://gaojiandong.haodf.com/,4.1,12,29,7692,595425,2,484,7,0
3036,http://yepeizhi.haodf.com/,4.9,147,696,69694,3873048,22,4027,7,0
3046,http://harvyhuang.haodf.com/,4.3,52,680,33200,642184,10,1977,7,0
3056,http://tianjianhui.haodf.com/,4.5,170,1635,104602,7538608,40,8341,7,0
3066,http://wuwanyin.haodf.com/,4.3,53,268,59212,6375897,37,4854,7,0
3076,http://lidahys.haodf.com/,4.5,240,3212,355967,28176064,93,18239,7,0
3086,http://wangweitaodr.haodf.com/,4.8,72,193,15380,618169,15,1319,7,0
3096,http://xuguangfu.haodf.com/,4.7,205,659,185555,16065390,126,8428,7,0
3106,http://twmcgcyx.haodf.com/,4.5,26,52,51114,6081375,43,3966,7,0
31110,http://qinguozheng.haodf.com/,4.7,91,736,107438,7390874,35,8708,7,0
3126,http://lvliguo.haodf.com/,4.4,99,481,85280,6918575,93,4112,7,0
3136,http://wendywang13.haodf.com/,5,169,288,52934,3285870,17,3803,7,0
3146,http://chenluquan.haodf.com/,4.7,123,536,27440,2823533,51,3116,7,0
3156,http://gred522.haodf.com/,4.2,23,21,12563,2981624,341,1407,7,0
3166,http://zxj6298.haodf.com/,5,97,294,45735,1506648,0,2412,7,0
3176,http://dongzhenhua.haodf.com/,4.7,470,2751,273945,28486498,5,8599,7,0
3186,http://wangliangxin1958.haodf.com/,4.9,74,347,44500,248949,6,2101,7,0
3196,http://syun163.haodf.com/,4.9,181,2213,197505,7916203,40,10535,7,0
3206,http://gaomingxjurology.haodf.com/,4.9,161,518,94734,4730178,201,7561,7,0
32110,http://hongyandr.haodf.com/,4.7,153,930,159715,7753658,6,8143,7,0
3226,http://jiyurong.haodf.com/,4.6,128,1525,109601,3706156,12,4286,7,0
3236,http://tianlifengdr.haodf.com/,4.6,75,1885,87875,1032008,17,3971,7,0
3256,http://mahuagang.haodf.com/,4.6,161,552,104667,3074560,9,7545,7,0
3266,http://cqpassion.haodf.com/,4.6,88,1295,63285,759797,34,1265,7,0
3276,http://sunxiuqin82063.haodf.com/,4.6,111,1189,85407,3075288,80,5938,7,0
3286,http://zhengpengsheng.haodf.com/,4.8,729,410,126270,17827886,12,11566,7,0
33110,http://zhangningszy.haodf.com/,4.4,99,643,187221,11379579,4,8202,7,0
3326,http://wangzulong.haodf.com/,4.1,63,213,203684,22540042,87,14849,7,0
3336,http://fengwenjuann.haodf.com/,4.1,20,87,18375,204771,6,612,7,0
3356,http://hanzhao3577.haodf.com/,4.7,199,948,126735,4696666,48,10135,7,0
3366,http://zanghongrui.haodf.com/,4.7,205,258,25510,1577439,7,3317,7,0
3376,http://chenyangxijing.haodf.com/,4.6,156,608,43155,2510644,20,3969,7,0
3386,http://entljr.haodf.com/,4.4,143,489,109852,11038394,8,8200,7,0
3396,http://bchen66.haodf.com/,4.6,270,411,77305,9740752,53,7895,7,0
3406,http://doctorchenming.haodf.com/,4.4,91,179,12980,624784,25,1583,7,0
34110,http://wangwuqing.haodf.com/,4.4,110,267,27030,2504361,31,3246,7,0
3426,http://lijiandong.haodf.com/,4.2,96,273,133210,11509928,90,9533,7,0
3436,http://xzhwang.haodf.com/,4,74,534,246889,20233548,45,15209,7,0
3446,http://mdonglai.haodf.com/,5,924,526,135171,33146597,15,16165,7,0
3456,http://pfklicy1.haodf.com/,4.6,250,1672,177915,11223085,31,13045,7,0
3466,http://xiangleihongdr.haodf.com/,4.5,251,1334,27035,2124586,0,1849,7,0
3476,http://pengyangdr.haodf.com/,4.4,108,460,69490,2163009,1,5101,7,0
3486,http://ddpfmr.haodf.com/,4.3,112,255,43010,2632237,30,4553,7,0
3496,http://jaingfaxing.haodf.com/,4.2,74,545,100945,5399004,5,7221,7,0
3506,http://kewujian.haodf.com/,4.4,97,748,120075,2360794,84,4715,7,0
3518,http://sunyingqiyan.haodf.com/,3.6,7,34,47485,1659837,1,4274,7,0
3526,http://songyuantao.haodf.com/,3.5,1,35,65695,1613354,0,3548,7,0
3556,http://pengyifeng.haodf.com/,4.3,87,561,147953,5542895,101,10658,7,0
3566,http://songweiru.haodf.com/,4.3,78,814,126195,2216746,34,6088,7,0
3586,http://huomenghua.haodf.com/,4,23,178,116532,11927758,34,9411,7,0
3596,http://yangqiongbd.haodf.com/,4.9,122,381,44107,2193262,32,2430,7,0
3606,http://zhengxianzhen.haodf.com/,4.9,97,1080,40450,746056,6,3596,7,0
3616,http://zhufy.haodf.com/,4.5,50,226,45100,6354388,23,3762,7,0
3626,http://luoxiaonian.haodf.com/,4.5,216,934,237801,33835140,117,11867,7,0
3636,http://zhengminxin.haodf.com/,4.5,55,408,43400,507752,15,1374,7,0
3646,http://mengfu.haodf.com/,3.7,5,6,15280,2151486,25,1330,7,0
3656,http://yanghaozhen.haodf.com/,4.6,116,548,85240,5946103,58,7210,7,0
3676,http://fangzhongyi.haodf.com/,4.3,101,481,73796,3173789,20,6324,7,0
3686,http://drlvzheng.haodf.com/,4.2,163,1511,110116,11691250,26,2667,7,0
3696,http://guoqinwei.haodf.com/,4.9,264,1817,137050,7882916,17,8268,7,0
3706,http://huidong01.haodf.com/,4.8,264,967,211399,11169411,78,6398,7,0
3717,http://huayinghui.haodf.com/,4.7,185,788,174678,11529976,97,9006,7,0
3736,http://jiangningyi.haodf.com/,5,334,2376,322972,18113181,48,20591,7,0
3746,http://rjchengang.haodf.com/,4.6,94,572,66705,3681104,10,5135,7,0
3756,http://liangh1688.haodf.com/,4.5,162,1803,277822,26273887,93,15866,7,0
3766,http://shibaogang0622.haodf.com/,3.5,3,51,46405,867853,40,3295,7,0
1109,http://zhaochob.haodf.com/,4.8,294,2446,137156,6910646,88,4834,8,0
2120,http://lizhuyi.haodf.com/,4.6,138,406,75089,4581124,9,4519,8,0
388,http://bmusunnyw.haodf.com/,4.6,208,276,30925,3866530,5,3897,8,0
427,http://wangshuang2013.haodf.com/,4.5,85,1104,48670,1118631,22,1334,8,0
527,http://yuanyun1.haodf.com/,4.5,235,1168,160776,13912212,115,7465,8,0
627,http://bjdlct.haodf.com/,4.3,64,424,42685,1120359,12,2067,8,0
727,http://luzhq.haodf.com/,4.1,26,244,53012,5465712,88,4155,8,0
827,http://majinghong.haodf.com/,4.1,21,101,19595,1180539,7,1783,8,0
927,http://xiaopingwang.haodf.com/,4,41,225,67325,8687371,65,7604,8,0
1027,http://liliuyi.haodf.com/,3.9,13,53,12753,1279284,88,1183,8,0
1127,http://tbd1999ht.haodf.com/,4.6,112,1200,135360,4579022,7,10865,8,0
1227,http://yaoshukun.haodf.com/,4.5,92,210,61935,7775711,10,6121,8,0
1327,http://yuj123.haodf.com/,4.6,130,573,180178,17029652,435,12913,8,0
1427,http://yuli1995.haodf.com/,4.4,126,471,107172,9465867,11,8968,8,0
1520,http://sunweihao.haodf.com/,4.9,42,132,37895,6888161,14,5039,8,0
1627,http://tanhua2010.haodf.com/,3.8,21,56,32211,3197362,22,1952,8,0
1720,http://drsun.haodf.com/,4.7,78,247,62541,5295977,38,5812,8,0
1820,http://shuwang999.haodf.com/,4.4,190,2123,188747,15527836,11,6257,8,0
1927,http://xcxhs.haodf.com/,4.1,19,244,32693,1020279,9,2802,8,0
2018,http://jianghongwei.haodf.com/,3.7,4,39,14662,2140897,159,915,8,0
2127,http://litianwang.haodf.com/,4.8,282,899,83450,2219804,34,4591,8,0
2227,http://drguoqiang.haodf.com/,4.4,87,288,40851,3145015,46,3682,8,0
2320,http://dengwm1974.haodf.com/,4,57,319,83050,2665578,30,3661,8,0
2414,http://drl3608.haodf.com/,4.7,84,94,8685,764176,0,695,8,0
2527,http://wxp13.haodf.com/,4.7,105,694,88020,2454557,75,6285,8,0
2620,http://guqihua.haodf.com/,4,21,174,51588,5187166,6,3254,8,0
2720,http://wenjiqiu75.haodf.com/,4.8,240,2085,90815,4414583,31,5587,8,0
2827,http://liuhongbao.haodf.com/,4.6,90,675,51736,579261,1,2448,8,0
2927,http://zhangpengkidney.haodf.com/,4.6,103,885,48085,2048287,11,3392,8,0
3015,http://drhongyantong.haodf.com/,4.7,83,570,53300,2944448,42,3521,8,0
3127,http://laiyueyun.haodf.com/,4.6,65,260,34975,2438446,0,2747,8,0
3220,http://heguangsheng.haodf.com/,4.4,110,943,289683,19181717,79,12662,8,0
3320,http://zhengyini.haodf.com/,4.2,48,1349,120615,3460722,19,6846,8,0
3427,http://Fangqing123.haodf.com/,4.2,161,1798,196820,31252770,2627,7349,8,0
3519,http://guankai.haodf.com/,4.8,310,461,87662,12036880,9,10489,8,0
3718,http://duanyuyun.haodf.com/,4,12,74,9090,239364,5,703,8,0
389,http://houyongqiang120.haodf.com/,3.6,5,82,76830,2524739,0,4568,8,0
397,http://jiaoliqun.haodf.com/,4.5,277,1889,165590,11286629,14,8825,8,0
407,http://liangjiantao.haodf.com/,4.4,194,153,24562,2273471,26,2643,8,0
4111,http://edward0061.haodf.com/,4.4,71,140,45495,2528728,23,4849,8,0
428,http://lianweipumch.haodf.com/,4,525,2997,355619,20436683,114,16337,8,0
437,http://hexiaosheng.haodf.com/,4.1,46,365,62595,8987217,1368,3508,8,0
447,http://heyuandong.haodf.com/,4,23,133,19375,378039,17,960,8,0
457,http://lyd0622.haodf.com/,3.7,2,15,19290,952455,0,2359,8,0
467,http://fangtiedr.haodf.com/,5,363,839,129170,5705372,68,11298,8,0
477,http://sunchengyan.haodf.com/,4.8,164,229,75347,8877170,49,5627,8,0
487,http://drjianglijun.haodf.com/,4.8,211,812,49255,1036175,5,1794,8,0
497,http://jiangsl301.haodf.com/,4.7,161,295,24760,747317,18,1697,8,0
507,http://dryanjun.haodf.com/,4.5,253,650,71695,2632907,2,4492,8,0
5111,http://xieyq.haodf.com/,4.5,230,263,23614,1553981,6,1913,8,0
528,http://lxdong.haodf.com/,4.4,305,1647,199340,11243000,41,9958,8,0
537,http://yannzhchina.haodf.com/,4.5,67,244,13025,380440,5,974,8,0
547,http://chenjimei.haodf.com/,4.5,200,1185,127635,6293466,27,6957,8,0
557,http://FWHDC.haodf.com/,4.4,219,2321,110308,9911269,69,6402,8,0
567,http://lianfeng.haodf.com/,3.8,52,213,67366,5932876,136,4164,8,0
577,http://drchinkenkon.haodf.com/,4.9,433,1719,60885,5292158,6,7189,8,0
587,http://tjzhanglei.haodf.com/,4.6,236,186,19050,870730,20,1955,8,0
597,http://liuchunjun.haodf.com/,4.7,498,807,92890,5815736,42,6372,8,0
607,http://xiefenghe.haodf.com/,4.6,152,262,60543,2235322,10,5660,8,0
6111,http://wangbin6666.haodf.com/,4.8,182,864,125588,4110844,32,5784,8,0
628,http://zhangyuguang18.haodf.com/,4.5,152,879,160125,3449408,25,7176,8,0
637,http://litianshi.haodf.com/,4.6,266,1509,319319,13410539,64,12363,8,0
647,http://yingfoun.haodf.com/,4.4,72,324,59590,2477231,18,4465,8,0
657,http://cc88.haodf.com/,4.2,51,228,82921,7224700,69,6608,8,0
667,http://taoran129.haodf.com/,4.3,58,73,40695,1840378,7,3163,8,0
677,http://earthquake.haodf.com/,3.9,20,72,41100,2564858,22,3612,8,0
687,http://sq049.haodf.com/,3.3,4,28,18365,2051207,88,1877,8,0
697,http://qiliqiang.haodf.com/,5,489,3381,211730,7705041,24,13615,8,0
707,http://wugaosong.haodf.com/,4.6,223,1172,77010,5528875,51,8097,8,0
7111,http://duzhenggui.haodf.com/,4.5,136,1141,57215,1126233,4,3784,8,0
728,http://gsfx2005.haodf.com/,4.4,266,1172,136444,10359605,39,9570,8,0
737,http://drchenhongliang.haodf.com/,4.5,154,578,56025,1447079,1,4269,8,0
747,http://liuchunping.haodf.com/,4.4,149,524,48685,3100146,1,4196,8,0
757,http://lujinsong.haodf.com/,4.3,166,119,18995,2336010,2,3256,8,0
767,http://wangkun.haodf.com/,4.5,184,1727,92820,5986155,50,5615,8,0
777,http://zhangchaojie.haodf.com/,4.2,160,1197,112441,10977197,77,7105,8,0
787,http://wooj.haodf.com/,4.1,58,401,46129,3485735,19,3056,8,0
797,http://drliuguangyu.haodf.com/,4,131,652,63275,6835932,2,2100,8,0
807,http://drliuhui.haodf.com/,4,39,74,13215,1262694,0,1365,8,0
8111,http://drchenshanwen.haodf.com/,5,428,1496,146115,4012355,292,7881,8,0
828,http://yedingwei.haodf.com/,4.7,388,1565,175865,15852873,33,11780,8,0
837,http://joeliweiguo.haodf.com/,4.4,429,318,63281,4513102,12,6280,8,0
847,http://drdaibo.haodf.com/,4.5,184,535,28040,2513500,36,2702,8,0
857,http://yangbin710.haodf.com/,4.5,219,846,39575,1067918,35,1940,8,0
867,http://qianzhangbmu.haodf.com/,4.4,265,679,112735,9201031,61,7415,8,0
877,http://drlyq.haodf.com/,4.5,103,199,31280,512386,2,2714,8,0
887,http://Wtianpeng.haodf.com/,4.4,72,454,75565,2076645,49,5817,8,0
897,http://chandlerwang.haodf.com/,4.3,80,155,13555,887913,10,1808,8,0
907,http://lixuesong.haodf.com/,4.1,169,541,84019,6755063,46,4246,8,0
9111,http://caotangfengqiang.haodf.com/,4,30,117,29510,478361,20,1599,8,0
928,http://jiangmanbodr.haodf.com/,3.8,6,74,66725,2324770,13,6609,8,0
937,http://yangzhying.haodf.com/,4.5,221,813,108237,11024122,38,8423,8,0
947,http://yangtian6666.haodf.com/,4.4,65,222,15166,1075454,42,1722,8,0
957,http://shixianjie.haodf.com/,4.1,150,672,115425,6614940,16,9130,8,0
967,http://zhenglihuahua.haodf.com/,4.7,208,796,68715,3364451,66,6455,8,0
977,http://lihuidf.haodf.com/,4.7,246,700,76672,4993344,16,6614,8,0
987,http://baoming.haodf.com/,4.4,83,715,140055,13041833,31,9635,8,0
997,http://suny1233.haodf.com/,4.6,42,304,19985,425983,9,1616,8,0
1007,http://fanxindong.haodf.com/,4.8,245,808,179596,8431708,4,12631,8,0
10111,http://litan0919.haodf.com/,5,261,317,23435,1104127,7,1926,8,0
1028,http://guohongjie.haodf.com/,4.8,409,1456,118329,6126144,73,8212,8,0
1037,http://zhangchenghai1.haodf.com/,4.5,105,455,43185,1537877,40,3207,8,0
1047,http://zhanghaodoc.haodf.com/,4.4,183,526,66800,4058755,0,5357,8,0
1057,http://huhai.haodf.com/,4.9,262,1255,225583,25624993,72,17766,8,0
1067,http://huanggengwen.haodf.com/,4.6,190,1058,42365,1347887,83,2363,8,0
1077,http://binbin35.haodf.com/,4.7,346,365,84940,7076792,23,6642,8,0
1087,http://renjianan.haodf.com/,4.4,489,785,104478,9298900,23,6734,8,0
1097,http://xiaoyong9995.haodf.com/,4.6,192,231,25755,1020810,38,2037,8,0
11010,http://zhaohmdr.haodf.com/,4.5,134,1182,51320,783255,15,2370,8,0
11111,http://tyl1990.haodf.com/,4.3,113,266,25377,2422548,69,2806,8,0
1128,http://hanbaosan.haodf.com/,4.2,262,2641,205894,32596421,246,9887,8,0
1137,http://wujinzhu1124.haodf.com/,4.1,223,222,83770,2372308,139,4385,8,0
1157,http://shaotl.haodf.com/,0,402,3194,407282,35860763,32,26144,8,0
1167,http://chenshuqin1021.haodf.com/,5,216,1813,125000,2407091,0,5913,8,0
1177,http://chenfeidr.haodf.com/,5,342,1824,105970,6598680,8,6684,8,0
1187,http://huminyisheng.haodf.com/,4.8,113,1940,162505,1138038,0,8193,8,0
1197,http://Wangdonghongdr.haodf.com/,4.8,142,731,110600,2039122,18,10033,8,0
1207,http://hongling529.haodf.com/,4.5,502,1634,157840,8460603,28,9470,8,0
12111,http://lxyhys.haodf.com/,4.8,240,540,186295,2738328,35,12316,8,0
1228,http://xuhainan123.haodf.com/,4.6,94,1321,85405,2525572,19,6621,8,0
1237,http://zhaoqianyx.haodf.com/,4.7,109,282,43420,2739541,25,4441,8,0
1247,http://xuchengkang.haodf.com/,4.6,120,824,78166,6537320,24,7222,8,0
1257,http://panlingya.haodf.com/,4.7,418,2545,69455,20441645,0,7483,8,0
1267,http://dengxiaohui.haodf.com/,4.6,133,446,84716,8151888,31,7222,8,0
1277,http://yszlfy.haodf.com/,4.5,175,635,54630,5431796,8,4992,8,0
1287,http://zhuzhengxia.haodf.com/,4.4,77,653,128860,2297008,2,8023,8,0
1297,http://zhouk88.haodf.com/,4.5,90,1530,90637,7738315,39,6392,8,0
1307,http://sjzwhw.haodf.com/,4.5,52,434,81915,2218802,85,4551,8,0
13111,http://chengjiumei.haodf.com/,4.2,232,1511,268015,21435533,15,18529,8,0
1328,http://yinliandi.haodf.com/,4.5,59,737,157370,12471978,1,9309,8,0
1337,http://shannc.haodf.com/,4.4,41,468,56110,1658661,23,3816,8,0
1347,http://chenweilinxh.haodf.com/,4.3,70,556,60865,3997585,69,4495,8,0
1357,http://zhaomxdr.haodf.com/,4.4,45,265,42010,752292,7,2404,8,0
1367,http://liuwei3956.haodf.com/,4.2,53,195,20540,411644,2,1531,8,0
1377,http://mataodr.haodf.com/,4.4,49,197,80955,5515050,19,5625,8,0
1387,http://liliuxia.haodf.com/,4.4,37,114,33970,3049099,20,3091,8,0
1397,http://wangbin6758.haodf.com/,4.2,50,396,81200,2212644,11,6111,8,0
1407,http://linbei.haodf.com/,4.2,95,646,100625,12383638,56,7732,8,0
14111,http://jzc88.haodf.com/,4.3,95,1127,494012,34931536,11,17723,8,0
1428,http://yangniandr.haodf.com/,3.8,15,67,43270,1351813,1,3288,8,0
1437,http://tianyimeidr.haodf.com/,3.6,15,68,34670,2160417,104,2956,8,0
1447,http://liuming7678.haodf.com/,5,208,826,96560,3979024,22,6313,8,0
1457,http://wxinhua.haodf.com/,5,97,698,70270,2149593,1,3438,8,0
1467,http://heyiping9999.haodf.com/,4.6,90,1445,102165,1843064,15,4569,8,0
1477,http://tangzhijiandr.haodf.com/,4.4,50,379,35785,723142,3,2538,8,0
1487,http://cjh0290.haodf.com/,4.5,16,231,40260,1218678,10,2925,8,0
1497,http://lijiedrdoctor.haodf.com/,4.3,19,547,40635,402127,3,1682,8,0
1507,http://lhy81048.haodf.com/,4.2,6,61,12175,285148,2,1129,8,0
15110,http://baosh2002.haodf.com/,4.9,399,1719,233487,13827672,76,12904,8,0
1557,http://dubotao.haodf.com/,4.5,196,723,199939,14643857,69,13273,8,0
1567,http://gaosj.haodf.com/,4.5,254,1393,144941,13429676,8,9499,8,0
1587,http://szzhanghong.haodf.com/,4,200,2437,247048,19954145,57,6207,8,0
1597,http://liujunlj.haodf.com/,3.6,10,68,34785,952855,3,2568,8,0
1607,http://Haojing1978.haodf.com/,3.2,2,13,22050,1470563,0,2482,8,0
16111,http://huameima.haodf.com/,4.5,142,1827,54630,796923,1,1863,8,0
1628,http://Hgqdr.haodf.com/,4.2,80,1341,121700,2555888,23,9371,8,0
1637,http://xzc47.haodf.com/,4.4,135,451,65938,3244326,6,4929,8,0
1647,http://liyuqindr.haodf.com/,4.5,105,251,30975,281403,2,2337,8,0
1657,http://zlc051.haodf.com/,4.3,80,1124,162570,3181515,2,6802,8,0
1667,http://wangxiuying07.haodf.com/,4.3,61,249,40690,2581065,27,3176,8,0
1677,http://wujunrmyy.haodf.com/,4.3,91,2518,39530,1599028,115,861,8,0
1687,http://qianjiangchaodr.haodf.com/,4,50,605,40615,399243,3,2045,8,0
1697,http://baihaitao.haodf.com/,4.2,39,591,26365,528367,36,1540,8,0
1707,http://huangleidr.haodf.com/,4,16,51,23697,2376680,9,1462,8,0
17111,http://guzaiyan.haodf.com/,3.5,5,12,6440,1708038,25,751,8,0
1727,http://zzjwlb123456.haodf.com/,3.6,8,65,31475,862167,61,1844,8,0
1737,http://cong623636809.haodf.com/,3.3,0,3,10850,290333,0,692,8,0
1747,http://ayzhenghong.haodf.com/,5,109,674,88020,1250505,0,4114,8,0
1757,http://dengchun1968.haodf.com/,4.8,78,1070,81275,1552935,7,4433,8,0
1777,http://jirx0606.haodf.com/,5,249,1009,86391,3676378,1,4767,8,0
1787,http://genggang550928.haodf.com/,4.6,144,912,68755,1625792,6,3809,8,0
1797,http://wangjr.haodf.com/,4.8,181,871,64300,2829043,43,4627,8,0
1807,http://drjyyou.haodf.com/,5,133,1060,99785,2113423,17,7622,8,0
18111,http://jinyuldyy.haodf.com/,4.8,118,595,87590,3014456,15,6085,8,0
1827,http://chenchangbindr.haodf.com/,4.9,72,306,41580,767405,7,2849,8,0
1837,http://zhuxiaohuadr.haodf.com/,4.2,12,34,15203,1235095,7,1508,8,0
1857,http://huayimin.haodf.com/,5,599,700,84316,4316983,22,5057,8,0
1867,http://hanbo35.haodf.com/,4.8,420,626,105085,4778472,20,7504,8,0
1877,http://jrdoctoryang.haodf.com/,4.5,77,241,34255,1039395,12,2234,8,0
1887,http://lixiaomei.haodf.com/,4.5,274,1048,135810,9601382,31,7730,8,0
1897,http://xielijian.haodf.com/,4.1,39,178,38014,2245391,16,2556,8,0
1907,http://gaoyuanfu.haodf.com/,4.7,156,573,57426,2941637,12,3300,8,0
19111,http://lilysun0930.haodf.com/,4.9,87,925,68220,879804,2,1636,8,0
1928,http://ertongzhuziyang.haodf.com/,5,86,760,75285,1240137,33,2933,8,0
1937,http://yanjienfm.haodf.com/,4.6,117,385,57532,7461646,22,5723,8,0
1947,http://sungch001.haodf.com/,5,103,1558,83025,1132588,10,2680,8,0
1957,http://jinyanliang2000.haodf.com/,4.6,104,341,27943,1332143,14,1780,8,0
1967,http://drzhoubin.haodf.com/,4.7,127,467,72145,845711,30,6476,8,0
1977,http://shichuankui.haodf.com/,5,882,3875,472040,10991896,37,20350,8,0
1987,http://liyunlingdr.haodf.com/,4.4,119,794,66130,978537,16,4029,8,0
1997,http://jiangyanling917.haodf.com/,4.4,76,399,46605,1070144,1,4128,8,0
2007,http://wanmingshun.haodf.com/,4,100,459,71523,2046168,50,4265,8,0
2019,http://drzhaolimin.haodf.com/,4.9,145,353,72515,3388719,1,6235,8,0
2027,http://liyun742.haodf.com/,4.8,91,922,69625,1215197,32,3694,8,0
2037,http://zouyu2013.haodf.com/,4.7,77,225,79005,2675898,34,8086,8,0
2077,http://zhoudekaidr.haodf.com/,5,486,1545,164475,2926338,9,12369,8,0
2087,http://surgeonhubo.haodf.com/,4.5,188,320,69000,827711,7,2567,8,0
21010,http://renhongxiadr.haodf.com/,4.4,109,519,30960,446769,1,2030,8,0
21111,http://zhangyuebindr.haodf.com/,4.1,47,443,40945,769862,4,3292,8,0
2128,http://yingzhou.haodf.com/,4.3,118,459,37865,794012,5,1296,8,0
2137,http://likaikerry.haodf.com/,4.2,62,381,32860,1601329,11,2210,8,0
2147,http://chenhaichen.haodf.com/,4.3,268,3769,302805,2983754,24,8039,8,0
2187,http://harrysunhl.haodf.com/,4.9,263,294,24210,2044007,69,2570,8,0
2197,http://lizijian.haodf.com/,5,161,597,65389,3935176,27,4304,8,0
2207,http://yuyonglinhdf.haodf.com/,4.8,137,95,26450,382377,152,1397,8,0
22111,http://xhwangjh.haodf.com/,4.6,133,202,59295,5385410,19,8230,8,0
2228,http://lifengdoc.haodf.com/,4.8,117,478,23513,1404093,105,1851,8,0
